,Sample_Name,Biological_Replicate,Technical_Replicate,Negative_control,Cruise_ID_short,Cruise_ID_long,Collection_Date_UTC,Collection_Date_local,Collection_Time_UTC,Collection_Time_local,Field_Sample_Name,Cast,Rosette_position,Field_collection_method,Preservation,Area.within.region,Station,Depth_m,Lat,Lon,Sample_volume_ml,Personnel_responsible_for_Collecting_Sample,Field_Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Lat_dec,Lon_dec,local_timezone,local_date_combined,utc_date_combined,btl_bottle,btl_oxy_concM_ch1 (ml/l),btl_oxy_percentsat_ch1 (percent),btl_oxy_conc_ch1 (micromole/kg),btl_salinity_ch1 (PSU),btl_salinity_ch2 (PSU),btl_sigma_t_ch1,btl_sigma_t_ch2,btl_chlor_fluorescence (ugrams/l),btl_temperature_ch1 (degree_C),btl_temperature_ch2 (degree_C),btl_turbidity (NTU),btl_pressure (decibar),btl_latitude (degrees_north),btl_longitude (degrees_east),btl_time (UTC),btl_profile_id,nutr_EXPOCODE,nutr_STNNBR,nutr_SECT_ID,nutr_BTLNBR,nutr_DATE,nutr_TIME,nutr_LATITUDE,nutr_LONGITUDE,nutr_DEPTH.METERS,nutr_CTDPRS.DBAR,nutr_CTDTMP.ITS-90,nutr_CTDSAL.PSS-78,nutr_CTDOXY.UMOL/KG,nutr_PAR,nutr_SILCAT.UMOL/L,nutr_SILCAT_FLAG,nutr_NITRAT.UMOL/L,nutr_NITRAT_FLAG,nutr_NITRIT.UMOL/L,nutr_NITRIT_FLAG,nutr_PHSPHT.UMOL/L,nutr_PHSPHT_FLAG,nutr_NH4.UMOL/L,nutr_NH4_FLAG
71,E1768.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-28,,3:31,,,39,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M14,65.6,57°29.87',167°20.57',1000,Shannon Brown,,,,,,,,,,57.49783333333333,-167.34283333333335,Etc/GMT+11,,2023-04-28T03:31:00,1,8.224,102.362,358.06,32.1355,32.1381,25.7619,25.764,0.743,0.6542,0.6542,0.8052,65.649,57.49783333333333,-167.34283333333337,2023-04-28T03:31:00Z,39,DY2306,39,70m14,1,20240427,331,57.5,-167.34,71,65.65,0.6542,32.1355,358.06,0.0,38.9,2,16.6,2,0.09,2,1.702,2,0.4,2
72,E1735.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-27,,2:44,,,27,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M26,65.6,58°16.76',170°06.56',1000,Shannon Brown,,,,,,,,,,58.279333333333334,-170.10933333333332,Etc/GMT+11,,2023-04-27T02:44:00,1,8.1218,99.499,353.578,32.2039,32.2063,25.8481,25.85,0.3882,0.0278,0.0279,1.0489,65.621,58.279333333333334,-170.10933333333332,2023-04-27T02:44:00Z,27,DY2306,27,70m26,1,20240426,244,58.28,-170.11,72,65.62,0.0278,32.2039,353.58,0.02,43.9,2,22.5,2,0.1,2,1.909,2,0.27,2
73,E1744.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-26,,17:08,,,23,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,Ice Station 2,65.7,58°19.43',169°42.17',1000,Shannon Brown,,,,,,,,,,58.32383333333333,-169.70283333333333,Etc/GMT+11,,2023-04-26T17:08:00,1,8.2286,101.64,358.216,32.2652,32.2678,25.8833,25.8854,0.4961,0.3259,0.3259,0.9562,65.682,58.32383333333333,-169.70283333333333,2023-04-26T17:08:00Z,23,DY2306,23,,1,20240425,1708,58.32,-169.7,70,65.68,0.3259,32.2652,358.22,0.0,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
74,E1797.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-30,,14:14,,,65,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,M2C,65.8,56°51.86',164°02.96',1000,Shannon Brown,M2 repeat; stored in fridge for 11 hours before filtering,,,,,,,,,56.864333333333335,-164.04933333333332,Etc/GMT+11,,2023-04-30T14:14:00,1,7.9796,101.387,347.493,31.9247,31.9279,25.5416,25.5442,0.4847,1.5112,1.5114,0.6442,65.783,56.864333333333335,-164.04933333333332,2023-04-30T14:14:00Z,65,DY2306,65,M2C,1,20240429,1414,56.86,-164.05,72,65.78,1.5112,31.9247,347.49,0.0,34.6,2,15.9,2,0.17,2,1.374,2,0.63,2
75,E1747.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-26,,19:46,,,22,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,Ice Station 1,66.0,58°16.73',169°43.24',1000,Shannon Brown,,,,,,,,,,58.27883333333333,-169.72066666666666,Etc/GMT+11,,2023-04-26T19:46:00,1,8.2082,101.358,357.329,32.2676,32.2701,25.8858,25.8879,0.4849,0.3138,0.3139,1.022,65.989,58.27883333333333,-169.72066666666666,2023-04-26T19:46:00Z,22,DY2306,22,,1,20240425,1946,58.28,-169.72,70,65.99,0.3138,32.2676,357.33,0.0,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
76,E1762.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-27,,21:42,,,35,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M18,66.5,57°31.41',168°36.68',1000,Shannon Brown,Stored in fridge for 4-10 hours before filtering,,,,,,,,,57.5235,-168.61133333333333,Etc/GMT+11,,2023-04-27T21:42:00,1,8.196,103.273,356.798,32.3119,32.3148,25.8793,25.8816,0.9314,1.082,1.0821,0.5954,66.495,57.5235,-168.6113333333333,2023-04-27T21:42:00Z,35,DY2306,35,70m18,1,20240426,2142,57.52,-168.61,72,66.5,1.082,32.3119,356.8,0.01,40.4,2,18.9,2,0.11,2,1.703,2,0.26,2
77,E1738.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-27,,0:05,,,25,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,Ice Edge Station 2,66.7,58°20.05',169°57.60',1000,Shannon Brown,,,,,,,,,,58.33416666666667,-169.96,Etc/GMT+11,,2023-04-27T00:05:00,1,8.1401,100.443,354.363,32.2695,32.2718,25.8888,25.8907,0.3892,0.2851,0.284,1.1431,66.654,58.33416666666667,-169.96,2023-04-27T00:05:00Z,25,DY2306,25,,1,20240426,5,58.33,-169.96,72,66.65,0.2851,32.2695,354.36,0.0,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
78,E1781.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-28,,22:22,,,51,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M6,66.8,56°59.58',165°22.49',1000,Shannon Brown,Stored in fridge for 2-6 hours before filtering,,,,,,,,,56.993,-165.37483333333333,Etc/GMT+11,,2023-04-28T22:22:00,1,8.0531,102.247,350.669,32.0042,32.0075,25.6086,25.6112,0.5295,1.4617,1.4629,0.8226,66.774,56.993,-165.37483333333333,2023-04-28T22:22:00Z,51,DY2306,51,70m6,1,20240427,2222,56.99,-165.37,72,66.77,1.4617,32.0042,350.67,0.0,36.6,2,17.1,2,0.17,2,1.558,2,0.35,2
79,E1784.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-29,,1:37,,,53,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M4,67.2,56°54.46',164°50.17',1000,Shannon Brown,Sampled last on niskins,,,,,,,,,56.907666666666664,-164.83616666666666,Etc/GMT+11,,2023-04-29T01:37:00,1,8.0695,102.285,351.388,31.9945,31.9983,25.6049,25.6078,0.5831,1.399,1.3995,0.6642,67.186,56.907666666666664,-164.83616666666666,2023-04-29T01:37:00Z,53,DY2306,53,70m4,1,20240428,137,56.91,-164.84,72,67.19,1.399,31.9945,351.39,0.0,35.8,2,16.4,2,0.15,2,1.476,2,0.46,2
80,E1756.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-27,,17:25,,,33,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,M4,67.3,57°51.25',168°54.18',1000,Shannon Brown,Stored in fridge for 4-10 hours before filtering,,,,,,,,,57.854166666666664,-168.903,Etc/GMT+11,,2023-04-27T17:25:00,1,8.237,102.564,358.597,32.2303,32.2328,25.8387,25.8407,0.7894,0.6441,0.6441,0.6298,67.261,57.854166666666664,-168.903,2023-04-27T17:25:00Z,33,DY2306,33,M4,1,20240426,1725,57.85,-168.9,71,67.26,0.6441,32.2303,358.6,0.0,38.6,2,13.7,2,0.1,2,1.544,2,0.2,2
81,E1765.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-28,,0:34,,,37,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,70M16,67.3,57°30.05',167°59.30',1000,Shannon Brown,Stored in fridge for 4-10 hours before filtering,,,,,,,,,57.50083333333333,-167.98833333333334,Etc/GMT+11,,2023-04-28T00:34:00,1,8.2611,103.914,359.653,32.239,32.2416,25.8236,25.8257,0.9912,1.0345,1.0349,0.862,67.334,57.50083333333333,-167.98833333333334,2023-04-28T00:34:00Z,37,DY2306,37,70m16,1,20240427,34,57.5,-167.99,72,67.33,1.0345,32.239,359.65,0.0,37.7,2,15.7,2,0.08,2,1.511,2,0.18,2
82,E1793.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-29,,14:49,,,59,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,M2,67.5,56°52.35',164°03.25',1000,Shannon Brown,Stored in fridge for ~14 hours before filtering,,,,,,,,,56.8725,-164.05416666666667,Etc/GMT+11,,2023-04-29T14:49:00,1,7.9821,101.42,347.602,31.9256,31.9291,25.5424,25.5452,0.5611,1.5115,1.5109,0.6298,67.485,56.8725,-164.05416666666667,2023-04-29T14:49:00Z,59,DY2306,59,M2,1,20240428,1449,56.87,-164.05,73,67.48,1.5115,31.9256,347.6,0.0,32.8,2,13.8,2,0.13,2,1.454,2,0.52,2
83,E1787.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-29,,4:23,,,55,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,M2W,69.0,56°45.96',164°20.09',1000,Shannon Brown,,,,,,,,,,56.766,-164.33483333333334,Etc/GMT+11,,2023-04-29T04:23:00,1,7.992,101.841,348.035,31.926,31.9296,25.5352,25.5381,0.6613,1.6253,1.6256,0.9149,69.015,56.766,-164.33483333333334,2023-04-29T04:23:00Z,55,DY2306,55,M2W,1,20240428,423,56.77,-164.33,74,69.02,1.6253,31.926,348.04,0.0,34.7,2,16.4,2,0.17,2,1.587,2,0.49,2
84,E1802.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-05-05,,22:01,,,78,2,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,AW1,101.1,53°58.89',166°58.55',1000,Shannon Brown,Stored in fridge for 6-7 hours before filtering,,,,,,,,,53.9815,-166.97583333333333,America/Anchorage,,2023-05-05T22:01:00,2,5.7902,79.734,252.015,32.9209,32.9233,26.0833,26.0853,0.2666,4.4815,4.4806,0.085,101.059,53.9815,-166.97583333333333,2023-05-05T22:01:00Z,78,DY2306,78,AW1,2,20240504,2201,53.98,-166.98,200,101.06,4.4815,32.9209,252.02,0.0,45.0,2,17.0,2,0.13,2,1.722,2,1.0,2
85,E1729.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-25,,8:41,,,16,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UBN6,110.6,55°02.85',165°05.82',800,Shannon Brown,Airlocked (smaller volume filtered),,,,,,,,,55.0475,-165.097,Etc/GMT+11,,2023-04-25T08:41:00,1,7.4973,101.778,326.393,32.5644,32.5674,25.85,25.8523,0.2876,3.9908,3.9908,0.2839,110.598,55.0475,-165.097,2023-04-25T08:41:00Z,16,DY2306,16,UBN6,1,20240424,841,55.05,-165.1,113,110.6,3.9908,32.5644,326.39,0.0,25.8,2,13.3,2,0.23,2,1.236,2,0.16,2
86,E1816.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-05-06,,20:01,,,87,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT1,119.8,54°10.09',166°14.05',1000,Shannon Brown,,,,,,,,,,54.168166666666664,-166.23416666666665,America/Anchorage,,2023-05-06T20:01:00,1,5.5242,75.762,240.382,33.2038,33.2072,26.3337,26.3365,0.2529,4.2334,4.2333,0.1499,119.79,54.168166666666664,-166.23416666666665,2023-05-06T20:01:00Z,87,DY2306,87,UT1,1,20240505,2001,54.17,-166.23,124,119.79,4.2334,33.2038,240.38,-999.0,64.6,2,30.4,2,0.17,2,2.394,2,0.44,2
87,E1726.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-25,,6:00,,,14,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UBN4,122.0,54°56.11',165°28.95',1000,Shannon Brown,,,,,,,,,,54.93516666666667,-165.4825,Etc/GMT+11,,2023-04-25T06:00:00,1,6.7217,91.765,292.561,32.8681,32.8715,26.0766,26.0793,0.0852,4.1388,4.139,0.2496,122.003,54.93516666666667,-165.4825,2023-04-25T06:00:00Z,14,DY2306,14,UBN4,1,20240424,600,54.94,-165.48,125,122.0,4.1388,32.8681,292.56,0.0,28.3,2,14.7,2,0.22,2,1.273,2,0.18,2
88,E1718.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-24,,8:51,,,4,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UBS2,135.5,54°25.35',165°08.86',1000,Shannon Brown,Lost the 10 m sample as the Niskin didn't close,,,,,,,,,54.4225,-165.14766666666668,America/Anchorage,,2023-04-24T08:51:00,1,7.3127,99.448,318.349,32.5947,32.5971,25.8677,25.8695,0.3252,4.0554,4.0554,0.4115,135.51,54.405833333333334,-165.14766666666668,2023-04-24T08:51:00Z,4,DY2306,4,UBS2,1,20240423,851,54.41,-165.15,138,135.51,4.0554,32.5947,318.35,0.0,47.8,2,24.1,2,0.2,2,1.983,2,0.37,2
89,E1811.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-05-06,,13:14,,,84,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT5,202.1,54°33.33',166°35.80',1000,Shannon Brown,,,,,,,,,,54.5555,-166.59666666666666,Etc/GMT+11,,2023-05-06T13:14:00,3,3.5088,48.214,152.672,33.2936,33.2487,26.3995,26.3616,0.0937,4.2883,4.3086,0.0711,202.107,54.5555,-166.59666666666666,2023-05-06T13:14:00Z,84,DY2306,84,UT5,3,20240505,1314,54.56,-166.6,431,202.11,4.2883,33.2936,152.67,-999.0,66.5,2,31.1,2,0.22,2,2.397,2,0.42,2
90,E1801.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-05-05,,22:01,,,78,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,AW1,202.1,53°58.89',166°58.55',1000,Shannon Brown,Stored in fridge for 6-7 hours before filtering,,,,,,,,,53.9815,-166.97583333333333,America/Anchorage,,2023-05-05T22:01:00,1,5.781,79.546,251.559,33.1965,33.1999,26.3135,26.3162,0.4107,4.373,4.3732,0.1364,202.054,53.9815,-166.97583333333333,2023-05-05T22:01:00Z,78,DY2306,78,AW1,1,20240504,2201,53.98,-166.98,200,202.05,4.373,33.1965,251.56,0.0,57.2,2,25.9,2,0.17,2,2.086,2,1.0,2
91,E1723.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-24,,22:34,,,10,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UBW4,290.2,54°41.21',166°13.81',1000,Shannon Brown,Stored in fridge for ~2 hours before filtering,,,,,,,,,54.68683333333333,-166.23016666666666,Etc/GMT+11,,2023-04-24T22:34:00,1,3.5711,49.134,155.359,33.4956,33.4983,26.5602,26.5623,0.0214,4.2859,4.286,0.2261,290.247,54.68683333333333,-166.23016666666666,2023-04-24T22:34:00Z,10,DY2306,10,UBW4,1,20240423,2234,54.69,-166.23,291,290.25,4.2859,33.4956,155.36,0.0,33.8,2,16.7,2,0.23,2,1.398,2,0.15,2
92,E1808.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-05-06,,7:28,,,82,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,AW5,303.2,54°26.95',167°23.07',1000,Shannon Brown,,,,,,,,,,54.44916666666666,-167.3845,Etc/GMT+11,,2023-05-06T07:28:00,3,1.8564,25.448,80.748,33.6883,33.7077,26.7346,26.75,0.0588,4.0798,4.0806,0.0806,303.212,54.44916666666666,-167.3845,2023-05-06T07:28:00Z,82,DY2306,82,AW5,3,20240505,728,54.45,-167.38,650,303.21,4.0798,33.6883,80.75,-999.0,86.8,2,38.0,2,0.04,2,2.663,2,0.09,2
93,E1810.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-05-06,,13:14,,,84,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT5,425.4,54°33.33',166°35.80',1000,Shannon Brown,,,,,,,,,,54.5555,-166.59666666666666,Etc/GMT+11,,2023-05-06T13:14:00,1,2.271,31.116,98.781,33.7135,33.7532,26.7575,26.7932,0.1089,4.0522,4.012,0.1199,425.383,54.5555,-166.59666666666666,2023-05-06T13:14:00Z,84,DY2306,84,UT5,1,20240505,1314,54.56,-166.6,431,425.38,4.0522,33.7135,98.78,-999.0,92.3,2,35.5,2,0.03,2,2.764,2,0.24,2
94,E1720.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-04-24,,14:44,,,7,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UBW1,471.8,54°21.61',165°55.90',1000,Shannon Brown,,,,,,,,,,54.360166666666665,-165.93166666666667,America/Anchorage,,2023-04-24T14:44:00,1,2.7831,38.216,121.062,33.6372,33.638,26.6853,26.6856,0.0277,4.1642,4.1679,0.0811,471.772,54.360166666666665,-165.93166666666667,2023-04-24T14:44:00Z,7,DY2306,7,UBW1,1,20240423,1444,54.36,-165.93,471,471.77,4.1642,33.6372,121.06,0.0,26.0,2,13.2,2,0.25,2,1.113,2,0.16,2
95,E1814.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-05-06,,16:37,,,85,2,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT3,507.1,54°17.90',166°22.04',1000,Shannon Brown,,,,,,,,,,54.29833333333333,-166.36733333333333,Etc/GMT+11,,2023-05-06T16:37:00,2,1.4819,20.227,64.447,33.8893,33.8934,26.9181,26.9215,0.0341,3.8462,3.8458,0.094,507.106,54.29833333333333,-166.3673333333333,2023-05-06T16:37:00Z,85,DY2306,85,UT3,2,20240505,1637,54.3,-166.37,980,507.11,3.8462,33.8893,64.45,-999.0,105.2,2,31.4,2,0.01,2,2.834,2,0.16,2
96,E1807.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-05-06,,7:28,,,82,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,AW5,647.3,54°26.95',167°23.07',1000,Shannon Brown,,,,,,,,,,54.44916666666666,-167.3845,Etc/GMT+11,,2023-05-06T07:28:00,1,0.6577,8.904,28.595,34.141,34.1451,27.1582,27.1614,0.0461,3.4425,3.4422,0.0631,647.349,54.44916666666666,-167.3845,2023-05-06T07:28:00Z,82,DY2306,82,AW5,1,20240505,728,54.45,-167.38,650,647.35,3.4425,34.141,28.6,-999.0,123.4,2,36.2,2,0.02,2,2.788,2,0.13,2
97,E1805.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-05-06,,2:29,,,80,2,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,AW3,757.3,54°10.28',167°09.38',1000,Shannon Brown,,,,,,,,,,54.17133333333334,-167.15633333333332,Etc/GMT+11,,2023-05-06T02:29:00,2,0.5631,7.608,24.481,34.1862,34.191,27.2029,27.2069,0.0421,3.3506,3.3489,0.0422,757.304,54.17133333333334,-167.15633333333332,2023-05-06T02:29:00Z,80,DY2306,80,AW3,2,20240505,229,54.17,-167.16,1599,757.3,3.3506,34.1862,24.48,-999.0,130.0,2,30.8,2,0.0,2,2.97,2,0.03,2
98,E1813.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-05-06,,16:37,,,85,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT3,985.6,54°17.90',166°22.04',1000,Shannon Brown,,,,,,,,,,54.29833333333333,-166.36733333333333,Etc/GMT+11,,2023-05-06T16:37:00,1,0.557,7.456,24.212,34.3102,34.3143,27.34,27.3433,0.0705,2.938,2.9378,0.1558,985.609,54.29833333333333,-166.3673333333333,2023-05-06T16:37:00Z,85,DY2306,85,UT3,1,20240505,1637,54.3,-166.37,980,985.61,2.938,34.3102,24.21,-999.0,152.3,2,42.8,2,0.02,2,3.297,2,0.06,2
99,E1804.DY23-06,1.0,1.0,False,DY23-06,2023_AprMay_Dyson,2023-05-06,,2:29,,,80,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,AW3,1519.7,54°10.28',167°09.38',1000,Shannon Brown,,,,,,,,,,54.17133333333334,-167.15633333333332,Etc/GMT+11,,2023-05-06T02:29:00,1,0.8119,10.692,35.285,34.5056,34.5099,27.5575,27.561,0.0339,2.225,2.225,0.104,1519.668,54.17133333333334,-167.15633333333332,2023-05-06T02:29:00Z,80,DY2306,80,AW3,1,20240505,229,54.17,-167.16,1599,1519.67,2.225,34.5056,35.28,-999.0,183.1,2,39.3,2,0.01,2,3.079,2,0.03,2
100,E1717.NC.DY23-06,,,True,DY23-06,2023_AprMay_Dyson,,,,,,,,Sterivex 0.22µm filter,95% EtOH,,,,,,1000,Shannon Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,E1771.NC.DY23-06,,,True,DY23-06,2023_AprMay_Dyson,2023-04-28,,,,,,,Sterivex 0.22µm filter,95% EtOH,,,,,,1000,Shannon Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,E1819.NC.DY23-06,,,True,DY23-06,2023_AprMay_Dyson,,,,,,,,Sterivex 0.22µm filter,95% EtOH,,,,,,1000,Shannon Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
