BOTTLE, ECOFOCI NUTRIENTS,,,,,,,,,,,,,,,,,,,,,,
EXPOCODE,STNNBR,SECT_ID,BTLNBR,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDOXY,PAR,SILCAT,SILCAT_FLAG,NITRAT,NITRAT_FLAG,NITRIT,NITRIT_FLAG,PHSPHT,PHSPHT_FLAG,NH4,NH4_FLAG
DY2306,51,70m6,4,20240427,2222,56.99,-165.37,72,30.67,1.4755,32.0018,351.45,9.09,36.2,2,17.1,2,0.17,2,1.59,2,0.33,2
DY2306,51,70m6,5,20240427,2222,56.99,-165.37,72,21.16,1.4763,32.0018,351.2,49.74,37.2,2,17.1,2,0.18,2,1.52,2,0.29,2
DY2306,51,70m6,6,20240427,2222,56.99,-165.37,72,11.12,1.8234,31.9475,353.98,293.26,36.0,2,16.7,2,0.2,2,1.583,2,0.17,2
DY2306,51,70m6,7,20240427,2222,56.99,-165.37,72,2.32,1.9262,31.9418,353.92,1544.5,35.8,2,16.7,2,0.2,2,1.506,2,0.16,2
DY2306,52,70m5,1,20240428,1,56.86,-165.13,74,68.44,1.407,31.9959,351.99,0.0,35.4,2,15.2,2,0.14,2,1.497,2,0.34,2
DY2306,52,70m5,2,20240428,1,56.86,-165.13,74,51.3,1.461,31.9901,353.12,0.22,36.0,2,16.6,2,0.16,2,1.567,2,0.29,2
DY2306,52,70m5,3,20240428,1,56.86,-165.13,74,41.07,1.4737,31.9877,352.89,1.83,36.9,2,16.7,2,0.16,2,1.511,2,0.28,2
DY2306,52,70m5,4,20240428,1,56.86,-165.13,74,31.11,1.4697,31.9812,351.71,9.34,36.5,2,16.8,2,0.17,2,1.519,2,0.3,2
DY2306,52,70m5,5,20240428,1,56.86,-165.13,74,21.18,1.5296,31.9799,355.16,45.88,36.0,2,16.6,2,0.17,2,1.505,2,0.22,2
DY2306,52,70m5,7,20240428,1,56.86,-165.13,74,10.89,1.5841,31.9755,356.27,258.58,36.6,2,16.5,2,0.17,2,1.482,2,0.2,2
DY2306,52,70m5,8,20240428,1,56.86,-165.13,74,2.76,1.85,31.9646,353.16,1023.9,36.1,2,17.0,2,0.18,2,1.58,2,0.18,2
DY2306,53,70m4,1,20240428,137,56.91,-164.84,72,67.19,1.399,31.9945,351.39,0.0,35.8,2,16.4,2,0.15,2,1.476,2,0.46,2
DY2306,53,70m4,2,20240428,137,56.91,-164.84,72,50.27,1.4108,31.9922,351.93,0.29,35.6,2,16.4,2,0.16,2,1.461,2,0.41,2
DY2306,53,70m4,3,20240428,137,56.91,-164.84,72,40.99,1.4174,31.9909,352.18,1.24,35.0,2,16.5,2,0.16,2,1.569,2,0.4,2
DY2306,53,70m4,4,20240428,137,56.91,-164.84,72,31.16,1.4273,31.9888,352.29,5.36,35.1,2,16.5,2,0.16,2,1.53,2,0.36,2
DY2306,53,70m4,5,20240428,137,56.91,-164.84,72,20.93,1.4449,31.9841,352.24,24.18,36.1,2,16.5,2,0.16,2,1.58,2,0.34,2
DY2306,53,70m4,7,20240428,137,56.91,-164.84,72,11.25,1.8763,31.9632,370.27,138.46,32.7,2,14.3,2,0.18,2,1.41,2,0.16,2
DY2306,53,70m4,8,20240428,137,56.91,-164.84,72,1.9,1.9411,31.9671,368.8,1004.3,31.4,2,12.6,2,0.16,2,1.382,2,0.14,2
DY2306,54,70m3,1,20240428,309,56.81,-164.59,74,68.66,1.5459,31.9444,346.63,0.0,34.8,2,16.7,2,0.18,2,1.605,2,0.65,2
DY2306,54,70m3,2,20240428,309,56.81,-164.59,74,51.21,1.6512,31.9169,345.73,0.05,35.4,2,16.8,2,0.19,2,1.614,2,0.52,2
DY2306,54,70m3,3,20240428,309,56.81,-164.59,74,41.04,1.6946,31.9061,345.57,0.43,35.3,2,16.8,2,0.2,2,1.537,2,0.5,2
DY2306,54,70m3,4,20240428,309,56.81,-164.59,74,31.03,1.6998,31.9046,345.72,2.27,35.5,2,16.9,2,0.2,2,1.409,2,0.48,2
DY2306,54,70m3,5,20240428,309,56.81,-164.59,74,20.79,1.752,31.894,346.36,12.11,35.4,2,16.4,2,0.2,2,1.35,2,0.39,2
DY2306,54,70m3,7,20240428,309,56.81,-164.59,74,10.74,2.3316,31.8616,363.23,101.34,31.5,2,14.8,2,0.23,2,1.377,2,0.1,2
DY2306,54,70m3,8,20240428,309,56.81,-164.59,74,2.69,2.4526,31.8585,361.23,573.56,30.9,2,14.6,2,0.22,2,1.42,2,0.09,2
DY2306,55,M2W,1,20240428,423,56.77,-164.33,74,69.02,1.6253,31.926,348.04,0.0,34.7,2,16.4,2,0.17,2,1.587,2,0.49,2
DY2306,55,M2W,2,20240428,423,56.77,-164.33,74,50.95,1.6446,31.9234,348.95,0.0,34.0,2,16.4,2,0.17,2,1.597,2,0.42,2
DY2306,55,M2W,3,20240428,423,56.77,-164.33,74,41.05,1.6648,31.9205,349.56,0.08,34.2,2,16.4,2,0.18,2,1.492,2,0.5,2
DY2306,55,M2W,4,20240428,423,56.77,-164.33,74,30.36,1.7357,31.9104,351.95,0.49,32.4,2,14.0,2,0.16,2,1.428,2,0.23,2
DY2306,55,M2W,5,20240428,423,56.77,-164.33,74,20.9,1.8721,31.898,366.76,2.9,29.0,2,14.1,2,0.19,2,1.302,2,0.1,2
DY2306,55,M2W,7,20240428,423,56.77,-164.33,74,11.01,2.2197,31.8833,365.8,21.08,30.5,2,14.2,2,0.19,2,1.396,2,0.09,2
DY2306,55,M2W,8,20240428,423,56.77,-164.33,74,2.6,2.2551,31.8839,365.2,128.02,30.8,2,14.5,2,0.2,2,1.353,2,0.1,2
DY2306,56,M2S,1,20240428,629,56.67,-163.87,75,70.43,1.9418,31.8371,342.51,0.0,35.8,2,17.1,2,0.22,2,1.556,2,0.36,2
DY2306,56,M2S,2,20240428,629,56.67,-163.87,75,51.25,2.0125,31.8252,342.9,0.0,35.0,2,16.9,2,0.23,2,1.565,2,0.31,2
DY2306,56,M2S,3,20240428,629,56.67,-163.87,75,40.96,2.1307,31.8124,344.62,0.0,33.4,2,16.6,2,0.24,2,1.56,2,0.19,2
DY2306,56,M2S,4,20240428,629,56.67,-163.87,75,30.95,2.3794,31.8038,355.77,0.0,29.9,2,15.1,2,0.24,2,1.38,2,0.07,2
DY2306,56,M2S,5,20240428,629,56.67,-163.87,75,20.54,2.4056,31.8021,358.65,0.13,30.1,2,14.7,2,0.24,2,1.456,2,0.04,2
DY2306,56,M2S,6,20240428,629,56.67,-163.87,75,10.81,2.5951,31.8006,359.21,0.8,30.7,2,14.8,2,0.24,2,1.442,2,0.05,2
DY2306,56,M2S,7,20240428,629,56.67,-163.87,75,3.01,2.6031,31.8015,358.88,3.98,30.4,2,14.9,2,0.24,2,1.418,2,0.04,2
DY2306,57,M2E,1,20240428,835,56.94,-163.84,70,64.16,1.0526,31.9347,349.56,0.0,32.5,2,15.8,2,0.12,2,1.562,2,0.91,2
DY2306,57,M2E,2,20240428,835,56.94,-163.84,70,51.15,1.2541,31.9211,348.44,0.0,33.5,2,16.1,2,0.13,2,1.521,2,0.69,2
DY2306,57,M2E,3,20240428,835,56.94,-163.84,70,40.68,1.7194,31.8581,355.21,0.0,29.4,2,12.1,2,0.13,2,1.36,2,0.16,2
DY2306,57,M2E,4,20240428,835,56.94,-163.84,70,30.49,2.0847,31.8295,361.88,0.0,28.9,2,14.2,2,0.2,2,1.372,2,0.04,2
DY2306,57,M2E,5,20240428,835,56.94,-163.84,70,20.46,2.2078,31.8172,369.28,0.0,27.6,2,13.5,2,0.21,2,1.348,2,0.06,2
DY2306,57,M2E,6,20240428,835,56.94,-163.84,70,10.39,2.5366,31.8063,364.51,0.09,28.9,2,13.8,2,0.22,2,1.375,2,0.05,2
DY2306,57,M2E,7,20240428,835,56.94,-163.84,70,2.65,2.5353,31.8064,364.05,1.6,26.8,2,12.2,2,0.19,2,1.267,2,0.02,2
DY2306,58,M2N,1,20240428,1035,57.02,-164.22,70,64.86,1.2535,31.9807,349.01,0.0,34.9,2,16.4,2,0.12,2,1.609,2,0.66,2
DY2306,58,M2N,2,20240428,1035,57.02,-164.22,70,50.85,1.2593,31.9791,348.94,0.0,34.2,2,16.4,2,0.12,2,1.595,2,0.65,2
DY2306,58,M2N,3,20240428,1035,57.02,-164.22,70,40.44,1.2608,31.9787,349.2,0.0,33.8,2,16.2,2,0.13,2,1.609,2,0.66,2
DY2306,58,M2N,4,20240428,1035,57.02,-164.22,70,30.04,1.4803,31.936,351.55,0.0,33.5,2,16.0,2,0.15,2,1.523,2,0.38,2
DY2306,58,M2N,5,20240428,1035,57.02,-164.22,70,20.35,1.8722,31.8906,378.47,0.0,26.2,2,12.0,2,0.17,2,1.214,2,0.03,2
DY2306,58,M2N,6,20240428,1035,57.02,-164.22,70,9.94,2.1043,31.8921,383.31,0.07,26.5,2,11.2,2,0.18,2,1.218,2,0.05,2
DY2306,58,M2N,7,20240428,1035,57.02,-164.22,70,2.08,2.0994,31.8922,383.35,1.71,26.6,2,11.1,2,0.18,2,1.168,2,0.05,2
DY2306,59,M2,1,20240428,1449,56.87,-164.05,73,67.48,1.5115,31.9256,347.6,0.0,32.8,2,13.8,2,0.13,2,1.454,2,0.52,2
DY2306,59,M2,2,20240428,1449,56.87,-164.05,73,50.79,1.526,31.9225,347.43,0.0,34.2,2,16.5,2,0.16,2,1.523,2,0.49,2
DY2306,59,M2,3,20240428,1449,56.87,-164.05,73,40.8,1.5513,31.9184,347.95,0.0,34.0,2,16.5,2,0.16,2,1.533,2,0.43,2
DY2306,59,M2,4,20240428,1449,56.87,-164.05,73,30.92,1.7958,31.8974,358.0,0.0,30.3,2,15.0,2,0.19,2,1.428,2,0.12,2
DY2306,59,M2,5,20240428,1449,56.87,-164.05,73,21.29,2.0245,31.884,374.18,0.0,26.9,2,12.7,2,0.2,2,1.2,2,0.04,2
DY2306,59,M2,6,20240428,1449,56.87,-164.05,73,9.89,2.2452,31.872,373.11,0.19,27.2,2,12.7,2,0.2,2,1.261,2,0.09,2
DY2306,59,M2,7,20240428,1449,56.87,-164.05,73,1.65,2.2494,31.8714,372.82,2.55,26.7,2,13.0,2,0.22,2,1.32,2,0.1,2
DY2306,60,,1,20240429,555,57.39,-163.85,58,52.87,-0.5242,31.7538,365.33,0.0,3.8,2,6.1,2,0.07,2,0.887,2,1.62,2
DY2306,60,,2,20240429,555,57.39,-163.85,58,40.75,-0.5802,31.7408,368.41,0.01,3.4,2,5.8,2,0.07,2,0.795,2,1.5,2
DY2306,60,,3,20240429,555,57.39,-163.85,58,31.26,-0.6174,31.7305,370.96,0.41,3.4,2,5.2,2,0.06,2,0.696,2,1.35,2
DY2306,60,,4,20240429,555,57.39,-163.85,58,20.9,-0.8796,31.6086,396.27,2.87,1.8,2,2.2,2,0.04,2,0.543,2,0.66,2
DY2306,60,,5,20240429,555,57.39,-163.85,58,10.93,-1.2093,31.0152,415.75,7.97,2.3,2,0.2,2,0.01,2,0.371,2,0.15,2
DY2306,60,,6,20240429,555,57.39,-163.85,58,2.63,-1.1536,30.9612,413.19,24.99,2.3,2,0.1,2,0.01,2,0.324,2,0.12,2
DY2306,61,,1,20240429,643,57.34,-163.87,61,55.73,-0.0716,31.833,356.85,0.0,10.9,2,9.7,2,0.08,2,1.102,2,1.45,2
DY2306,61,,2,20240429,643,57.34,-163.87,61,41.51,-0.2297,31.804,361.01,0.0,8.1,2,8.3,2,0.07,2,0.961,2,1.35,2
DY2306,61,,3,20240429,643,57.34,-163.87,61,30.52,-0.3942,31.7739,364.19,0.02,5.7,2,6.9,2,0.07,2,0.854,2,1.32,2
DY2306,61,,4,20240429,643,57.34,-163.87,61,21.27,-0.875,31.5047,409.32,0.11,3.9,2,2.0,2,0.05,2,0.603,2,0.47,2
DY2306,61,,5,20240429,643,57.34,-163.87,61,11.27,-1.1164,31.0015,418.85,0.36,1.3,2,0.1,2,0.02,2,0.329,2,0.15,2
DY2306,61,,6,20240429,643,57.34,-163.87,61,2.55,-0.9156,30.9388,411.78,2.78,0.7,2,0.0,2,0.0,2,0.373,2,0.12,2
DY2306,65,M2C,1,20240429,1414,56.86,-164.05,72,65.78,1.5112,31.9247,347.49,0.0,34.6,2,15.9,2,0.17,2,1.374,2,0.63,2
DY2306,65,M2C,2,20240429,1414,56.86,-164.05,72,50.89,1.5137,31.9244,347.51,0.0,33.6,2,16.0,2,0.17,2,1.523,2,0.55,2
DY2306,65,M2C,3,20240429,1414,56.86,-164.05,72,40.15,1.5405,31.9201,348.06,0.0,34.7,2,16.5,2,0.17,2,1.536,2,0.56,2
DY2306,65,M2C,4,20240429,1414,56.86,-164.05,72,32.0,1.9587,31.8865,366.6,0.0,28.8,2,13.9,2,0.2,2,1.322,2,0.26,2
DY2306,65,M2C,5,20240429,1414,56.86,-164.05,72,20.56,2.2462,31.8641,368.91,0.0,24.8,2,11.4,2,0.2,2,1.227,2,0.13,2
DY2306,65,M2C,6,20240429,1414,56.86,-164.05,72,11.35,2.2406,31.8649,369.44,0.03,26.2,2,12.8,2,0.22,2,1.217,2,0.14,2
DY2306,65,M2C,7,20240429,1414,56.86,-164.05,72,2.21,2.2393,31.8651,369.43,1.44,25.2,2,11.8,2,0.2,2,1.25,2,0.29,2
DY2306,66,M2C,1,20240430,256,56.87,-164.05,72,66.97,1.6392,31.903,346.66,0.0,33.8,2,15.4,2,0.17,2,1.518,2,0.65,2
DY2306,66,M2C,2,20240430,256,56.87,-164.05,72,52.23,1.6383,31.9027,346.74,0.0,34.6,2,16.2,2,0.18,2,1.491,2,0.6,2
DY2306,66,M2C,3,20240430,256,56.87,-164.05,72,39.14,1.6613,31.9001,347.51,0.03,34.6,2,16.4,2,0.18,2,1.406,2,0.63,2
DY2306,66,M2C,4,20240430,256,56.87,-164.05,72,31.32,1.9916,31.8769,360.32,0.23,28.1,2,14.2,2,0.21,2,1.253,2,0.28,2
DY2306,66,M2C,5,20240430,256,56.87,-164.05,72,20.54,2.2399,31.8587,368.26,2.51,24.4,2,11.5,2,0.2,2,1.159,2,0.16,2
DY2306,66,M2C,6,20240430,256,56.87,-164.05,72,10.72,2.4169,31.8542,371.48,19.65,27.4,2,12.8,2,0.22,2,1.251,2,0.14,2
DY2306,66,M2C,7,20240430,256,56.87,-164.05,72,2.6,2.4149,31.8549,371.89,174.81,27.6,2,12.7,2,0.22,2,1.225,2,0.13,2
DY2306,67,KUM3A,1,20240430,2202,58.79,-163.28,27,24.34,-0.6583,30.2592,418.32,6.64,0.1,2,0.0,2,0.0,2,0.286,2,0.05,2
DY2306,67,KUM3A,1,20240430,2202,58.79,-163.28,27,24.34,-0.6583,30.2592,418.32,6.64,0.8,2,0.0,2,0.0,2,0.398,2,0.06,2
DY2306,67,KUM3A,2,20240430,2202,58.79,-163.28,27,10.85,-0.6232,30.2439,418.53,105.63,0.7,2,0.0,2,0.0,2,0.273,2,0.07,2
DY2306,67,KUM3A,2,20240430,2202,58.79,-163.28,27,10.85,-0.6232,30.2439,418.53,105.63,0.2,2,0.0,2,0.0,2,0.376,2,0.07,2
DY2306,67,KUM3A,3,20240430,2202,58.79,-163.28,27,2.2,-0.5577,30.2393,418.12,602.2,0.3,2,0.0,2,0.0,2,0.29,2,0.06,2
DY2306,67,KUM3A,3,20240430,2202,58.79,-163.28,27,2.2,-0.5577,30.2393,418.12,602.2,0.4,2,0.0,2,0.0,2,0.375,2,0.05,2
DY2306,68,KUM2A,1,20240501,223,58.26,-163.49,40,36.24,-1.1148,30.4234,418.07,0.55,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,68,KUM2A,2,20240501,223,58.26,-163.49,40,20.45,-1.1089,30.4202,418.63,11.1,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,68,KUM2A,3,20240501,223,58.26,-163.49,40,10.86,-0.9452,30.4148,420.01,76.6,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,68,KUM2A,4,20240501,223,58.26,-163.49,40,1.97,-0.8402,30.4125,418.39,609.11,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,69,,1,20240501,443,58.02,-163.61,46,40.38,-1.3097,30.6315,412.37,0.05,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,70,,1,20240501,503,58.06,-163.6,45,39.65,-1.293,30.5849,411.9,0.01,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,71,,1,20240501,604,58.11,-163.58,44,38.48,-1.2634,30.5473,411.11,0.02,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,72,,1,20240501,637,58.15,-163.56,42,37.1,-1.2507,30.5332,411.56,0.0,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,73,,1,20240501,711,58.19,-163.54,42,37.08,-1.1021,30.5161,411.4,0.0,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,74,KUM-1A,1,20240501,2242,57.7,-163.73,49,44.74,-1.3136,31.0298,398.63,0.88,1.3,2,0.0,2,0.05,2,0.563,2,1.01,2
DY2306,74,KUM-1A,2,20240501,2242,57.7,-163.73,49,41.69,-1.3075,31.0284,398.54,1.29,1.1,2,0.0,2,0.05,2,0.496,2,0.89,2
DY2306,74,KUM-1A,3,20240501,2242,57.7,-163.73,49,30.57,-1.2417,31.017,401.2,7.05,0.8,2,0.0,2,0.05,2,0.521,2,0.82,2
DY2306,74,KUM-1A,4,20240501,2242,57.7,-163.73,49,20.26,-1.0558,30.9146,406.84,28.9,0.7,2,0.0,2,0.03,2,0.409,2,0.27,2
DY2306,74,KUM-1A,4,20240501,2242,57.7,-163.73,49,20.26,-1.0558,30.9146,406.84,28.9,0.7,2,0.0,2,0.03,2,0.432,2,0.27,2
DY2306,74,KUM-1A,5,20240501,2242,57.7,-163.73,49,10.88,-1.0254,30.9123,408.74,108.07,0.9,2,0.0,2,0.02,2,0.423,2,0.22,2
DY2306,74,KUM-1A,6,20240501,2242,57.7,-163.73,49,2.53,-0.974,30.9147,407.05,473.39,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,78,AW1,1,20240504,2201,53.98,-166.98,200,202.05,4.373,33.1965,251.56,0.0,57.2,2,25.9,2,0.17,2,2.086,2,1.0,2
DY2306,78,AW1,2,20240504,2201,53.98,-166.98,200,101.06,4.4815,32.9209,252.02,0.0,45.0,2,17.0,2,0.13,2,1.722,2,1.0,2
DY2306,78,AW1,3,20240504,2201,53.98,-166.98,200,76.24,4.5013,32.7894,269.61,0.0,41.4,2,21.2,2,0.19,2,1.735,2,1.5,2
DY2306,78,AW1,4,20240504,2201,53.98,-166.98,200,51.05,4.5712,32.705,286.63,0.06,36.7,2,19.1,2,0.19,2,1.558,2,1.66,2
DY2306,78,AW1,5,20240504,2201,53.98,-166.98,200,41.1,4.5614,32.6741,293.74,0.23,32.6,2,15.3,2,0.17,2,1.441,2,1.45,2
DY2306,78,AW1,6,20240504,2201,53.98,-166.98,200,30.56,4.5609,32.6651,296.95,0.92,31.6,2,14.1,2,0.16,2,1.431,2,1.38,2
DY2306,78,AW1,7,20240504,2201,53.98,-166.98,200,21.14,4.5902,32.6444,301.38,3.21,32.3,2,14.4,2,0.16,2,1.433,2,1.4,2
DY2306,78,AW1,8,20240504,2201,53.98,-166.98,200,12.96,4.8037,32.5821,345.93,17.08,18.8,2,10.1,2,0.18,2,1.01,2,1.0,2
DY2306,78,AW1,9,20240504,2201,53.98,-166.98,200,2.32,4.6777,32.4208,340.15,239.59,19.8,2,10.3,2,0.19,2,1.062,2,1.15,2
DY2306,79,AW2,1,20240505,23,54.08,-167.06,1087,1094.83,2.6892,34.3906,22.84,-999.0,158.1,2,37.7,2,0.02,2,2.845,2,0.34,2
DY2306,79,AW2,2,20240505,23,54.08,-167.06,1087,758.07,3.3486,34.1911,23.36,-999.0,127.0,2,33.2,2,0.0,2,2.77,2,0.0,2
DY2306,79,AW2,3,20240505,23,54.08,-167.06,1087,505.34,3.8033,33.921,48.04,-999.0,107.5,2,38.4,2,0.01,2,2.715,2,0.0,2
DY2306,79,AW2,4,20240505,23,54.08,-167.06,1087,102.73,4.3845,33.1206,286.22,-999.0,50.3,2,21.4,2,0.18,2,1.858,2,1.13,2
DY2306,79,AW2,5,20240505,23,54.08,-167.06,1087,76.03,4.4113,32.9608,326.85,-999.0,34.9,2,18.2,2,0.23,2,1.503,2,1.68,2
DY2306,79,AW2,6,20240505,23,54.08,-167.06,1087,49.26,4.5554,32.8148,348.88,-999.0,26.0,2,14.5,2,0.23,2,1.156,2,0.77,2
DY2306,79,AW2,7,20240505,23,54.08,-167.06,1087,39.75,4.5571,32.7777,344.37,-999.0,27.2,2,14.8,2,0.22,2,1.184,2,0.66,2
DY2306,79,AW2,8,20240505,23,54.08,-167.06,1087,31.71,4.604,32.7022,337.5,-999.0,24.3,2,11.3,2,0.17,2,1.156,2,0.52,2
DY2306,79,AW2,9,20240505,23,54.08,-167.06,1087,20.6,4.7618,32.5784,344.62,-999.0,17.1,2,6.8,2,0.13,2,0.873,2,0.22,2
DY2306,79,AW2,10,20240505,23,54.08,-167.06,1087,11.04,4.7961,32.5732,352.11,-999.0,18.6,2,8.0,2,0.16,2,0.863,2,0.15,2
DY2306,79,AW2,11,20240505,23,54.08,-167.06,1087,2.23,4.8039,32.5766,352.7,-999.0,20.3,2,8.3,2,0.16,2,0.842,2,0.13,2
DY2306,80,AW3,1,20240505,229,54.17,-167.16,1599,1519.67,2.225,34.5056,35.28,-999.0,183.1,2,39.3,2,0.01,2,3.079,2,0.03,2
DY2306,80,AW3,2,20240505,229,54.17,-167.16,1599,757.3,3.3506,34.1862,24.48,-999.0,130.0,2,30.8,2,0.0,2,2.97,2,0.03,2
DY2306,80,AW3,3,20240505,229,54.17,-167.16,1599,504.28,3.8144,33.8949,42.21,-999.0,106.3,2,41.8,2,0.01,2,2.869,2,0.0,2
DY2306,80,AW3,4,20240505,229,54.17,-167.16,1599,99.09,4.3435,33.1067,312.48,-999.0,47.6,2,23.2,2,0.24,2,1.805,2,1.33,2
DY2306,80,AW3,5,20240505,229,54.17,-167.16,1599,75.23,4.4596,33.0727,313.31,-999.0,44.1,2,21.4,2,0.23,2,1.687,2,1.55,2
DY2306,80,AW3,6,20240505,229,54.17,-167.16,1599,51.71,4.4183,32.8815,336.19,-999.0,27.3,2,13.8,2,0.23,2,1.294,2,1.21,2
DY2306,80,AW3,7,20240505,229,54.17,-167.16,1599,40.55,4.3964,32.8119,338.11,-999.0,30.4,2,15.6,2,0.23,2,1.312,2,0.79,2
DY2306,80,AW3,8,20240505,229,54.17,-167.16,1599,31.15,4.5306,32.7164,273.78,-999.0,37.0,2,17.4,2,0.18,2,1.685,2,1.74,2
DY2306,80,AW3,9,20240505,229,54.17,-167.16,1599,21.05,4.7585,32.5804,331.51,-999.0,26.2,2,12.9,2,0.21,2,1.096,2,0.53,2
DY2306,80,AW3,10,20240505,229,54.17,-167.16,1599,10.68,4.7806,32.5802,340.71,-999.0,25.2,2,12.2,2,0.2,2,1.056,2,0.33,2
DY2306,80,AW3,11,20240505,229,54.17,-167.16,1599,2.29,4.7872,32.5793,341.68,-999.0,25.2,2,12.5,2,0.21,2,1.033,2,0.35,2
DY2306,81,AW4,1,20240505,546,54.32,-167.28,859,860.52,3.134,34.2515,24.57,-999.0,139.6,2,31.4,2,0.02,2,2.9,2,0.04,2
DY2306,81,AW4,2,20240505,546,54.32,-167.28,859,757.92,3.3226,34.1903,25.58,-999.0,130.4,2,32.2,2,0.01,2,2.655,2,0.03,2
DY2306,81,AW4,3,20240505,546,54.32,-167.28,859,505.89,3.7377,33.9353,41.3,-999.0,103.4,2,27.3,2,0.01,2,2.631,2,0.02,2
DY2306,81,AW4,4,20240505,546,54.32,-167.28,859,101.73,4.1062,33.172,256.94,-999.0,60.3,2,30.1,2,0.13,2,2.191,2,0.22,2
DY2306,81,AW4,5,20240505,546,54.32,-167.28,859,76.37,4.1571,33.0821,289.94,-999.0,51.0,2,16.6,2,0.14,2,1.93,2,0.75,2
DY2306,81,AW4,6,20240505,546,54.32,-167.28,859,51.39,4.5191,32.9764,343.13,-999.0,29.7,2,15.9,2,0.24,2,1.307,2,1.09,2
DY2306,81,AW4,7,20240505,546,54.32,-167.28,859,41.62,4.6105,32.8759,347.43,-999.0,28.0,2,15.3,2,0.24,2,1.268,2,0.66,2
DY2306,81,AW4,8,20240505,546,54.32,-167.28,859,31.3,4.8017,32.8187,355.39,-999.0,25.4,2,13.6,2,0.23,2,1.123,2,0.51,2
DY2306,81,AW4,9,20240505,546,54.32,-167.28,859,20.82,4.7509,32.6051,337.86,-999.0,24.8,2,12.9,2,0.22,2,1.032,2,0.45,2
DY2306,81,AW4,10,20240505,546,54.32,-167.28,859,10.39,4.8472,32.5805,351.86,-999.0,20.5,2,9.7,2,0.19,2,0.914,2,0.2,2
DY2306,81,AW4,11,20240505,546,54.32,-167.28,859,2.46,4.8449,32.5809,348.43,-999.0,16.7,2,7.8,2,0.16,2,0.876,2,0.2,2
DY2306,82,AW5,1,20240505,728,54.45,-167.38,650,647.35,3.4425,34.141,28.6,-999.0,123.4,2,36.2,2,0.02,2,2.788,2,0.13,2
DY2306,82,AW5,2,20240505,728,54.45,-167.38,650,506.83,3.6696,33.995,32.21,-999.0,113.0,2,30.8,2,0.0,2,2.718,2,0.01,2
DY2306,82,AW5,3,20240505,728,54.45,-167.38,650,303.21,4.0798,33.6883,80.75,-999.0,86.8,2,38.0,2,0.04,2,2.663,2,0.09,2
DY2306,82,AW5,4,20240505,728,54.45,-167.38,650,101.92,4.09,33.2245,254.03,-999.0,63.2,2,29.2,2,0.13,2,2.124,2,0.05,2
DY2306,82,AW5,5,20240505,728,54.45,-167.38,650,75.86,4.0151,33.1301,294.66,-999.0,52.6,2,26.7,2,0.23,2,2.106,2,0.73,2
DY2306,82,AW5,6,20240505,728,54.45,-167.38,650,50.96,4.4791,33.1188,317.94,-999.0,42.9,2,21.6,2,0.23,2,1.555,2,1.12,2
DY2306,82,AW5,7,20240505,728,54.45,-167.38,650,41.0,4.4674,33.062,328.82,-999.0,35.2,2,18.1,2,0.24,2,1.495,2,1.37,2
DY2306,82,AW5,8,20240505,728,54.45,-167.38,650,31.39,4.5226,32.9832,344.36,-999.0,26.9,2,15.4,2,0.26,2,1.268,2,1.68,2
DY2306,82,AW5,9,20240505,728,54.45,-167.38,650,20.36,4.6265,32.9144,374.83,-999.0,20.6,2,12.4,2,0.26,2,0.984,2,0.6,2
DY2306,82,AW5,10,20240505,728,54.45,-167.38,650,10.53,4.6505,32.8152,381.15,-999.0,18.5,2,10.3,2,0.26,2,0.863,2,0.23,2
DY2306,82,AW5,11,20240505,728,54.45,-167.38,650,2.07,4.6431,32.8169,380.93,-999.0,18.5,2,10.6,2,0.26,2,0.83,2,0.79,2
DY2306,83,AE5,1,20240505,1033,54.47,-166.93,490,483.75,3.7915,33.9084,56.8,-999.0,107.2,2,41.7,2,0.02,2,2.832,2,0.04,2
DY2306,83,AE5,2,20240505,1033,54.47,-166.93,490,304.29,4.1206,33.6158,88.44,-999.0,86.4,2,36.6,2,0.01,2,2.538,2,0.01,2
DY2306,83,AE5,3,20240505,1033,54.47,-166.93,490,101.71,4.138,33.0949,263.37,-999.0,57.6,2,27.2,2,0.17,2,2.079,2,0.1,2
DY2306,83,AE5,4,20240505,1033,54.47,-166.93,490,76.26,4.2267,33.0238,262.6,-999.0,56.7,2,27.4,2,0.21,2,1.774,2,0.64,2
